+-----------+-------------------------------------------------------------------------+--------+----+------------+-----------+----------------------+
|   Mã môn  | Tên môn học                                                             |  Nhóm  | Tổ | Số tín chỉ |    Lớp    |        ID Môn        |
| 61MGT3IOM | Nhập môn vận trù học                                                    |   23   | 03 |     3      |     *     | -4722730711737396513 |
| 61MGT3HRM | Quản trị nhân sự                                                        |   24   | 03 |     3      |     *     | -6443360692008636094 |
| 61MGT3LEO | Lãnh đạo trong doanh nghiệp                                             |   25   | 03 |     3      |     *     | -6955751813679133909 |
| 61STA3BES | Thống kê ứng dụng trong kinh doanh và kinh tế                           |   26   | 03 |     3      |     *     | -5409128102752152947 |
| 61LAW2BLW | Luật Kinh tế                                                            |   27   | 03 |     3      |     *     | -9042422485586538491 |
| 61FIN3FMO | Mô hình tài chính                                                       |   28   | 03 |     3      |     *     | -8723960790124429935 |
| 61BNK3FMT | Lý thuyết tài chính tiền tệ                                             |   30   | 03 |     3      |     *     | -5203492413059850914 |
| 61BNK3BMA | Quản trị ngân hàng                                                      |   32   | 03 |     3      |     *     | -7498536625429546795 |
| 61MKT2PMK | Nguyên lý Marketing                                                     |   33   | 03 |     3      |     *     | -8548728863688031110 |
| 61ACC3VEA | Kế toán doanh nghiệp Việt Nam                                           |   34   | 03 |     3      |     *     | -5716948691228885250 |
| 61THM3TMK | Marketing du lịch                                                       |   36   | 03 |     3      |     *     | -7214817315703890011 |
| 61THM3TMG | Quản trị lữ hành                                                        |   37   | 03 |     3      |     *     | -5004690667575817353 |
| 61THM3HMG | Quản trị khách sạn                                                      |   38   | 03 |     3      |     *     | -8020479160541747574 |
| 61THM3TPM | Quản trị dự án du lịch                                                  |   39   | 03 |     3      |     *     | -6555428900378329141 |
| 61MGT2ITM | Quản trị học                                                            |   43   | 03 |     3      |     *     | -6837275155880425808 |
| 61MAT2MEB | Toán cao cấp và ứng dụng trong kinh tế-kinh doanh                       |   46   | 03 |     4      |     *     | -5581959685242643884 |
| 61ECO2MIC | Kinh tế vi mô                                                           |   49   | 03 |     3      |     *     | -8228655516471435262 |
| 61ACC2POA | Nguyên lý kế toán                                                       |   52   | 03 |     3      |     *     | -7781721676838900197 |
| 61ACC2POA | Nguyên lý kế toán                                                       |   53   | 03 |     3      |     *     | -7781721676838900197 |
| 61THM2ITO | Nhập môn du lịch                                                        |   54   | 03 |     3      |     *     | -8818789325722127343 |
| 61ENG4CMP | Chuyên đề Hướng nghiệp                                                  |   01   | 04 |     3      |     *     | -7486592396329068232 |
| 61FIT4IPR | Xử lý ảnh và nhận dạng                                                  | 01.19  | 04 |     3      |     *     | -5620056465931711502 |
| 61FIT4SPM | Quản lý Dự án Phần mềm                                                  | 01.19  | 04 |     3      |     *     | -5964357857774878518 |
| 61FIT2AIN | Trí tuệ Nhân tạo                                                        | 01.20  | 04 |     3      |     *     | -8776322650704814910 |
| 61FIT3DBS | Cơ sở Dữ liệu                                                           | 01.20  | 04 |     3      |     *     | -7956525716689348324 |
| 61FIT3SAD | Phân tích Thiết kế Hệ thống                                             | 01.20  | 04 |     3      |     *     | -7421574478627523996 |
| 61FIT3SE1 | Công nghệ Phần mềm 1                                                    | 01.20  | 04 |     3      |     *     | -5158299939746987981 |
| 61FIT3WPR | Lập trình Web                                                           | 01.20  | 04 |     3      |     *     | -4987053497434541251 |
| 61FIT2CAL | Toán cao cấp                                                            | 01.21  | 04 |     3      |     *     | -5082147257150037315 |
| 61FIT2DMA | Toán rời rạc                                                            | 01.21  | 04 |     3      |     *     | -6005179843215164526 |
| 61FIT2PCO | Nguyên lý Máy tính                                                      | 01.21  | 04 |     3      |     *     | -7005712363829271188 |
| 61FIT2PR1 | Lập trình 1                                                             | 01.21  | 04 |     3      |     *     | -6101708384355096959 |
| 61FIT3MUL | Đa phương tiện                                                          | 02.19  | 04 |     3      |     *     | -5599007005258048275 |
| 61FIT3DBS | Cơ sở Dữ liệu                                                           | 02.20  | 04 |     3      |     *     | -7956525716689348324 |
| 61FIT3SAD | Phân tích Thiết kế Hệ thống                                             | 02.20  | 04 |     3      |     *     | -7421574478627523996 |
| 61FIT2DMA | Toán rời rạc                                                            | 02.21  | 04 |     3      |     *     | -6005179843215164526 |
| 61FIT2PCO | Nguyên lý Máy tính                                                      | 02.21  | 04 |     3      |     *     | -7005712363829271188 |
| 61FIT2POP | Nguyên lý Hệ điều hành                                                  | 02.21  | 04 |     3      |     *     | -7436795334542176359 |
| 61MGT4ENP | Khởi nghiệp                                                             |   03   | 04 |     3      |     *     | -6735771148666245506 |
| 61FIN4IPM | Quản lý danh mục đầu tư                                                 |   04   | 04 |     3      |     *     | -5072641698995246794 |
| 61ACC4FSA | Phân tích báo cáo tài chính                                             |   06   | 04 |     3      |     *     | -5370819854210975538 |
| 61ACC4AFS | Kiểm toán báo cáo tài chính                                             |   10   | 04 |     3      |     *     | -5425983670474668747 |
| 61FIN3FSY | Hệ thống tài chính                                                      |   11   | 04 |     3      |     *     | -6662613621867421701 |
